Артикул;Наименование;ЦенаСоСкидкой;Цена;Скидка;ОстатокНаСкладе
5703;5703 GIPFEL Складной мангал для барбекю на ножках (нерж. сталь);33 810;52008;35;2
5709;5709 GIPFEL Щипцы LIGEREZA сервировочные универсальные (нерж. сталь);3 110;4784;35;8
5712;5712 GIPFEL Ложка LIGEREZA с прорезями (нерж. сталь, нейлон);1 250;1928;35;12
5716;5716 GIPFEL Прокладка (герметичное кольцо) силикон;2 160;3327;35;40
5720;5720 GIPFEL Набор из 2-х подставок для полотенца и кружек (нерж сталь);7 770;11952;35;1
5723;5723 GIPFEL Ручка к сковороде 2313,2314;1 620;2485;35;4
5724-S;5724-S STAHLBERG Набор ножей для масла 2 шт. 15,7 см (нерж. сталь);1 160;3856;70;3
5725-S;5725-S STAHLBERG Набор ножей для масла 2 шт. 16,0 см (нерж. сталь);1 200;3998;70;4
5726-S;5726-S STAHLBERG Набор ножей для масла 2 шт. 15,4 см (нерж. сталь);1 050;3484;70;4
5727-S;5727-S STAHLBERG Набор ножей для масла 2 шт. 17,5 см (нерж. сталь);1 280;4255;70;6
5728-S;5728-S STAHLBERG Шинковочный нож на подставке (нерж.сталь, пластм);2 010;3084;35;11
5731-S;5731-S STAHLBERG Ступка с пестиком 11х13 см (мрамор);7 100;10924;35;2
5733;5733 GIPFEL Ступка с пестиком AVERY 11х11х7,5см Материал: Керамика, силикон;3 680;5255;30;5
5734-S;5734-S STAHLBERG Ступка с пестиком 12х8 см (мрамор);7 100;10924;35;2
5736-S;5736-S STAHLBERG Набор инструментов 6 пр. для даров моря в подарочной упаковке;4 370;8739;50;7
5737-S;5737-S STAHLBERG Набор шампуров 4 пр. (нерж. сталь);2 030;3127;35;12
5738-S;5738-S STAHLBERG Набор шампуров 6 пр. (нерж. сталь);2 620;4027;35;14
5739-S;5739-S STAHLBERG Набор шампуров 10 пр. (нерж. сталь);3 870;5955;35;10
5740-S;5740-S STAHLBERG Набор вилок с 2-мя зубцами для фондю 6 шт  26 см (нерж. сталь)с;5 170;7954;35;11
5741-S;5741-S STAHLBERG Набор вилок с 3-мя зубцами для фондю 6 шт  26 см (нерж. сталь);6 010;9253;35;13
5760-S;5760-S STAHLBERG Круглый мармит с контейнером из мрамора 22х10 см со стальной к;18 180;27974;35;4
5761-S;5761-S STAHLBERG Круглый мармит с контейнером из мрамора 18х9 см со стальной;7 540;25147;70;7
5762-S;5762-S STAHLBERG Круглый мармит с контейнером из мрамора 16х8,7 см со стальной;7 780;25918;70;5
5763-S;5763-S STAHLBERG Круглый мармит с контейнером из мрамора 20х9,7 см со стальной;18 150;27917;35;7
5764-S;5764-S STAHLBERG Ступка 16х8.2 см с пестиком 10 см / 720 мл (мрамор, нерж.сталь);7 330;24419;70;9
5767-S;5767-S STAHLBERG Круглый мармит с контейнером из мрамора 20х9 см со стальной ко;11 500;17693;35;8
5771-S;5771-S STAHLBERG Круглый мармит с контейнером из мрамора 20х8 см со стальной кон;5 130;17107;70;6
5774-S;5774-S STAHLBERG Горшок со стеклянной крышкой 18х8 см;4 950;16493;70;6
5775-S;5775-S STAHLBERG Круглый мармит с контейнером из мрамора  26х9 см со стальной ко;30 920;47567;35;4
5783;5783 GIPFEL Набор из 3-х контейнеров для завтрака Layer 1,5л, портативная пластиковая ручка, застежк;7 930;11324;30;33
5784;5784 GIPFEL  ЛанчБокс 1,9Л c двумя конт  (нерж сталь);7 890;12138;35;3
5785-S;5785-S STAHLBERG Ситечко для заваривания чая 9.5x9.5x5 см  (нерж. сталь);490;1642;70;45
5786-S;5786-S STAHLBERG Ситечко для заваривания чая с крышкой 10.5x8x7 см  (нерж. сталь;1 380;2128;35;9
5787-S;5787-S STAHLBERG Нож-бритва для сыра 19,5x5,7x19,3 см с пластиковой крышкой (нер;8 010;12324;35;4
5788-S;5788-S STAHLBERG Нож для сыра 12,7x16 см  (нерж. сталь);5 870;9025;35;1
5789-S;5789-S STAHLBERG Фрукторезка 18х11,5x6 см, две ручки по бокам, удаляет сердцевин;2 140;3299;35;8
5790-S;5790-S STAHLBERG Фрукторезка 30x21.5x7 см, две ручки по бокам, разрезает на равн;4 260;6555;35;11
5792-S;5792-S STAHLBERG Щетка резиновая универсальная для чистки поверхностей 25х18,5 с;2 080;6940;70;6
5794-S;5794-S STAHLBERG Полотенцедержатель 19x16.5x3.5 см (нерж. сталь);1 200;3984;70;10
5795-S;5795-S STAHLBERG Яйцерезка 17х13 см (нерж.сталь, пластм.);3 300;5069;35;43
5796-S;5796-S STAHLBERG Ситечко для заваривания чая круглое 4,5 см с ручкой (нерж. стал;570;871;35;5
5797-S;5797-S STAHLBERG Ситечко для заваривания чая круглое 5,0 см с ручкой (нерж. стал;600;928;35;2
5798-S;5798-S STAHLBERG Ситечко для заваривания чая круглое 7,0 см с ручкой (нерж. стал;740;1142;35;7
5799-S;5799-S STAHLBERG Пепельница 10,5х9.5х2,5 см (нерж сталь);1 340;2056;35;8
5800-S;5800-S STAHLBERG Пепельница 18х10,5х3,0 см (нерж сталь);2 090;3213;35;13
5801-S;5801-S STAHLBERG Пепельница 18х10,5х3,0 см (нерж сталь);2 160;3327;35;10
5818;5818 GIPFEL Миска для салата FEDERICA с ручкой, 16х10см. Материал: нерж. сталь 18/10. Толщина: 0,6мм;5 410;7725;30;12
5819;5819 GIPFEL Миска для салата FEDERICA с ручкой, 20х12см. Материал: нерж. сталь 18/10. Толщина: 0,6мм;6 340;9053;30;12
5820;5820 GIPFEL Миска для салата FEDERICA с крышкой, 16х10см. Материал: нерж. сталь 18/10, пластик. Толщ;5 050;7211;30;12
5821;5821 GIPFEL Миска для салата FEDERICA с крышкой, 20х12см. Материал: нерж. сталь 18/10, пластик. Толщ;6 280;8968;30;12
5822;5822 GIPFEL Миска для салата FEDERICA с крышкой, 24х13,5см. Материал: нерж. сталь 18/10, пластик. То;7 540;10767;30;12
5823;5823 GIPFEL Глубокая миска 18 см (нерж. сталь);2 790;4298;35;1
5825;5825 GIPFEL Глубокая миска 24 см (нерж. сталь);3 960;6098;35;1
5844;5844 GIPFEL Электронные кухонные весы RENIE 21,5х21,3х14,3см с чашей Материал: S;9 990;14266;30;12
5845;5845 GIPFEL Электронные кухонные весы BAMBE 23х17х2,2см Материал: бамбук, пласти;9 590;13694;30;12
5848;5848 GIPFEL Электронные кухонные весы CITY 21х18,8х1,8см Материал: закаленное ст;7 950;11353;30;5
5862;5862 GIPFEL Прямоугольный мармит BOMOND с керамическим контейнером 26,1х26,1х5,4;7 770;11952;35;5
5866-S;5866-S STAHLBERG Прямоугольный мармит с фарфоровым контейнером 27,6х19,7х15см (х;6 610;13209;50;6
5867-S;5867-S STAHLBERG Овальный мармит с фарфоровым контейнером 28,2х16,5х15,6см (хром;6 460;12923;50;2
5868-S;5868-S STAHLBERG Двойной прямоугольный мармит с фарфоровыми контейнерами 44,5х24;17 020;26189;35;4
5869-S;5869-S STAHLBERG Тройной прямоугольный мармит с фарфоровыми контейнерами 64х24,8;25 350;38999;35;5
5870-S;5870-S STAHLBERG Прямоугольный мармит с 4 фарфоровыми контейнерами 52х41,2х16,7с;25 090;50180;50;5
5872-S;5872-S STAHLBERG Прямоугольный мармит с фарфоровым контейнером 32,7х17,3х15,4см;10 040;15451;35;5
